VendorNumber,VendorName,Brand,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,Description,TotalSalesQuantity,TotalSalesPrice,TotalSalesDollars,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
2000,SOUTHERN WINE & SPIRITS NE,6649,7.87,11.99,750.0,13289.0,104584.43000000117,Wente Morning Fog Chard,12819.0,68701.43000000175,161133.8100000004,1430.290000000035,19016.59,56549.37999999923,35.09467069636043,0.9646324027391076,1.5407055333188564,7.870000000000088,large,3698.9
4425,MARTIGNETTI COMPANIES,43362,68.93,109.99,750.0,1517.0,104566.81000000022,Silver Oak Cab Svgn Napa,1759.0,95499.42000000025,188877.7299999997,195.76999999999975,144929.24,84310.91999999947,44.63782998662659,1.1595253790375741,1.806287578247814,68.93000000000015,large,-16681.06
17035,PERNOD RICARD USA,2623,18.24,28.99,1750.0,3915.0,71409.60000000043,Ballantines,3873.0,76937.40000000123,112041.27000000069,7118.669999999998,123780.21999999997,40631.67000000026,36.26491381256211,0.989272030651341,1.5689945049405125,18.24000000000011,large,766.0799999999999
8673,STE MICHELLE WINE ESTATES,6451,6.03,8.99,750.0,17332.0,104511.96000000084,Columbia Crest G E Cab Svgn,19856.0,61184.84000000128,183749.3200000004,2220.9000000000583,15919.700000000003,79237.35999999958,43.12253237182015,1.1456265866605124,1.7581654769463604,6.030000000000048,large,-15219.720000000001
12546,JIM BEAM BRANDS COMPANY,1415,10.39,14.99,750.0,10058.0,104502.61999999813,Old Grand Dad,9981.0,78608.4800000027,138847.1900000007,7861.869999999946,123880.96999999999,34344.57000000257,24.735516793679725,0.992344402465699,1.3286479324633504,10.389999999999814,large,800.0300000000001
9165,ULTRA BEVERAGE COMPANY LLP,41212,10.52,15.99,750.0,9928.0,104442.56000000067,A to Z Pnt Gris Ore,9141.0,54568.66000000063,121242.67000000045,1019.7500000000208,68054.70000000003,16800.109999999782,13.856598506119768,0.9207292506043513,1.1608550192565146,10.520000000000067,large,8279.24
17035,PERNOD RICARD USA,4896,14.05,17.99,1750.0,7432.0,104419.60000000145,Hiram Walker Coffee Brandy,7418.0,76885.93000000191,135315.82000000033,13632.760000000251,123780.21999999997,30896.21999999888,22.832673962289707,0.9981162540365985,1.2958852552585765,14.050000000000194,large,196.70000000000002
3252,E & J GALLO WINERY,39479,5.29,9.99,750.0,19737.0,104408.72999999991,Barefoot Premium X-Dry,18801.0,51681.21000000089,150188.07000000036,2103.1100000000424,61966.909999999996,45779.34000000045,30.481342492782776,0.9525763793889649,1.4384627607289207,5.289999999999996,large,4951.44
8004,SAZERAC CO INC,3227,6.86,8.99,1750.0,15217.0,104388.6200000048,Taaka Gin,15134.0,64501.070000001666,137494.66000000108,27808.120000000716,50293.62000000002,33106.03999999628,24.078055104100788,0.9945455740290464,1.3171422325536515,6.860000000000316,large,569.38
1485,CASTLE BRANDS CORP.,1271,37.59,49.99,750.0,2774.0,104274.65999999917,Jeffersons Reserve Bourbon,2654.0,110672.97000000042,133278.46000000025,2093.419999999999,8497.589999999998,29003.80000000108,21.761806071289406,0.9567411679884643,1.2781481138370656,37.589999999999705,large,4510.8
4425,MARTIGNETTI COMPANIES,41159,16.1,25.99,750.0,6472.0,104199.19999999984,Phillips Earthquake Ld Znfdl,6270.0,76975.59000000132,152217.70000000056,697.95000000001,144929.24,48018.50000000073,31.545937167622785,0.9687886279357231,1.4608336724274351,16.099999999999977,large,3252.2000000000003
1128,BROWN-FORMAN CORP,44712,13.79,21.99,750.0,7540.0,103976.6,Sonoma-Cutrer Chard Sonoma,8566.0,77656.70000000166,192344.3400000005,956.4800000000158,68601.68000000001,88367.74000000049,45.94246963544665,1.1360742705570293,1.8498810309242704,13.790000000000001,large,-14148.539999999999
660,SAZERAC NORTH AMERICA INC.,4346,8.39,13.49,1750.0,12391.0,103960.48999999577,Mr Boston Dark Rum,12257.0,75801.99000000328,130627.43000000139,22524.550000000607,17932.329999999994,26666.94000000562,20.414502528301547,0.9891856992978775,1.2565103338778676,8.38999999999966,large,1124.26
8004,SAZERAC CO INC,5060,9.35,15.99,750.0,11108.0,103859.79999999948,Dr McGillicuddy's Butterscth,10338.0,90032.9900000035,145183.6200000005,8144.539999999929,50293.62000000002,41323.82000000101,28.46314205417999,0.9306805905653583,1.3978807969975027,9.349999999999953,large,7199.5
17035,PERNOD RICARD USA,1758,29.76,39.99,750.0,3486.0,103743.35999999946,Aberlour Glenlivet 12 Yr,3446.0,112773.01000000039,143989.54000000012,2717.039999999985,123780.21999999997,40246.18000000066,27.950766423728158,0.9885255306942053,1.387939816100046,29.759999999999845,large,1190.4
7239,REMY COINTREAU USA INC,4732,69.76,94.99,1750.0,1484.0,103523.83999999972,Remy Martin VSOP Cognac,1525.0,87135.14000000054,134109.75000000012,2802.940000000001,16978.669999999995,30585.910000000396,22.80662666211843,1.0276280323450135,1.2954479857006895,69.7599999999998,Medium,-2860.1600000000003
3252,E & J GALLO WINERY,46447,6.12,10.99,750.0,16915.0,103519.8000000011,Gascon Malbec Mendoza,17157.0,80361.8700000028,190040.42999999988,1914.7700000000568,61966.909999999996,86520.62999999878,45.527485914444014,1.0143068282589418,1.8357882260205087,6.120000000000065,large,-1481.04
2561,EDRINGTON AMERICAS,2960,69.34,104.99,750.0,1492.0,103455.28000000019,The Macallan Fine Oak 15 Yr,1387.0,130573.41,156141.12999999992,1094.0700000000033,9654.500000000002,52685.84999999973,33.74245466265023,0.9296246648793566,1.5092620695628065,69.34000000000013,Medium,7280.700000000001
3960,DIAGEO NORTH AMERICA INC,8726,1.43,1.99,50.0,72120.0,103131.59999999995,Baileys Irish Cream,72199.0,30566.399999997353,143676.0100000014,3770.53999999999,257032.07000000007,40544.41000000146,28.219331814685738,1.0010953965612868,1.3931327546552315,1.4299999999999993,large,-112.97
9552,M S WALKER INC,4634,8.52,10.99,1750.0,12101.0,103100.51999999941,Gold Crown Wh Rum,11908.0,57256.300000000585,136024.9200000007,21880.520000000426,55551.819999999985,32924.400000001304,24.204682494943672,0.9840509048838939,1.3193427152452917,8.519999999999952,large,1644.36
12546,JIM BEAM BRANDS COMPANY,2122,7.8,9.99,750.0,13195.0,102921.00000000141,Canadian Club 1858,13259.0,89541.26000000394,138305.41000000108,10446.059999999936,123880.96999999999,35384.40999999967,25.584255887025236,1.0048503220917013,1.343801653695545,7.800000000000107,large,-499.2
7245,PROXIMO SPIRITS INC.,8323,11.9,14.99,750.0,8639.0,102804.09999999916,Jose Cuervo Gold w/Marg Mix,8364.0,75569.46000000203,132660.3600000006,6588.559999999931,38994.78000000001,29856.260000001435,22.505788466126052,0.9681676119921288,1.2904189618896686,11.899999999999903,large,3272.5
3960,DIAGEO NORTH AMERICA INC,4157,0.72,0.99,50.0,142597.0,102669.84000000016,Smirnoff Green Apple Vodka,142637.0,19061.459999997205,141210.63000000088,7477.769999999971,257032.07000000007,38540.79000000072,27.29312233788666,1.0002805108101853,1.3753857023640113,0.7200000000000011,large,-28.799999999999997
8673,STE MICHELLE WINE ESTATES,28163,6.82,11.99,750.0,15052.0,102654.63999999865,Villa Maria Svgn Bl Pvt Bin,15192.0,57499.03000000115,171790.63999999996,1699.6100000000338,15919.700000000003,69136.00000000131,40.24433461567017,1.0093010895562051,1.6734814909487017,6.81999999999991,large,-954.8000000000001
480,BACARDI USA INC,8358,14.49,19.99,750.0,7071.0,102458.79000000015,Bacardi 151 Proof,8065.0,87396.28000000196,161219.3500000004,6352.659999999933,89286.26999999999,58760.56000000026,36.447585230929235,1.1405741762126997,1.5735043328151754,14.490000000000022,large,-14403.06
4425,MARTIGNETTI COMPANIES,24088,8.75,16.99,750.0,11674.0,102147.5,Hess Select Cab Svgn,11436.0,73191.75000000143,176810.60000000012,1277.0200000000177,144929.24,74663.10000000012,42.227728428046774,0.9796128148021244,1.730934188306127,8.75,large,2082.5
480,BACARDI USA INC,4179,15.14,19.99,1750.0,6734.0,101952.75999999762,Bacardi Dragon Berry Rum,6719.0,98570.23000000176,144216.81000000046,12349.370000000246,89286.26999999999,42264.05000000284,29.30591100995973,0.9977724977724978,1.4145454228017351,15.139999999999647,large,227.10000000000002
2242,DELICATO VINEYARDS INC,42099,11.4,17.99,3000.0,8938.0,101893.19999999717,Bota Box Pnt Grigio Cal,8916.0,110986.04000000132,164562.84000000017,4012.200000000102,7982.649999999999,62669.640000003,38.08249784702484,0.9975385992392034,1.6150522311597313,11.399999999999684,large,250.8
11567,CAMPARI AMERICA,8387,17.45,21.99,750.0,5833.0,101785.8499999993,Wild Turkey 101,6556.0,118749.96000000078,149388.43999999994,5169.619999999889,20964.809999999998,47602.59000000065,31.864975629975568,1.1239499399965713,1.4676739448558025,17.44999999999988,large,-12616.35
9819,TREASURY WINE ESTATES,41252,5.13,7.99,1500.0,19823.0,101691.98999999846,Beringer Classic Pnt Grigio,20856.0,66617.7100000019,175543.43999999968,4676.990000000108,14836.570000000005,73851.45000000122,42.070185020870824,1.0521111839782071,1.726226814914354,5.129999999999923,large,-5299.29
1392,CONSTELLATION BRANDS INC,15428,7.94,11.99,750.0,12807.0,101687.57999999964,Ruffino Prosecco Sparkling,12449.0,49553.94000000018,145221.51000000068,1392.0500000000147,79528.99,43533.93000000104,29.97760455734198,0.9720465370500507,1.4281145249006928,7.939999999999972,large,2842.52
7245,PROXIMO SPIRITS INC.,5758,13.33,19.99,1750.0,7621.0,101587.92999999922,1800 Ultimate Margarita RTD,7568.0,102472.14000000156,149258.31999999972,13910.010000000344,38994.78000000001,47670.390000000494,31.938179392613147,0.9930455320824039,1.4692524987958793,13.329999999999897,large,706.49
3960,DIAGEO NORTH AMERICA INC,8620,8.75,11.99,375.0,11608.0,101570.0,Sambuca Romana,11583.0,86783.62000000384,138880.17000000077,4542.840000000096,257032.07000000007,37310.17000000077,26.86500887779772,0.9978463128876637,1.3673345476026462,8.75,large,218.75
4425,MARTIGNETTI COMPANIES,32924,27.51,44.99,750.0,3690.0,101511.89999999994,Silverado Cab Svgn Napa,3811.0,97413.67000000112,173540.88999999987,423.36000000000155,144929.24,72028.98999999993,41.505486113388024,1.0327913279132792,1.7095620316435804,27.509999999999984,large,-3328.71
9552,M S WALKER INC,3326,7.36,9.49,1750.0,13791.0,101501.76000000453,Jenkins Gin,13877.0,72666.43000000296,137664.73000000115,25499.42000000069,55551.819999999985,36162.96999999661,26.268870755782043,1.006235950982525,1.3562792408722273,7.360000000000329,large,-632.96
9165,ULTRA BEVERAGE COMPANY LLP,46021,6.61,11.99,750.0,15313.0,101218.93000000143,Spellbound Cab Svgn Cal,15571.0,73815.07000000314,181882.25000000064,1738.5400000000423,68054.70000000003,80663.3199999992,44.349198451195164,1.0168484294390387,1.7969193114370807,6.610000000000094,large,-1705.38
3960,DIAGEO NORTH AMERICA INC,3042,8.63,11.99,375.0,11709.0,101048.66999999927,Ciroc Red Berry Vodka,11372.0,57469.45000000036,140973.7800000002,4467.100000000057,257032.07000000007,39925.11000000093,28.320947342123386,0.971218720642241,1.395107723832498,8.629999999999937,large,2908.3100000000004
3960,DIAGEO NORTH AMERICA INC,3690,22.39,29.99,750.0,4503.0,100822.16999999917,Tanqueray Ten Gin,4479.0,90752.76000000148,130039.21000000049,3529.9399999999678,257032.07000000007,29217.040000001318,22.467869498746733,0.9946702198534311,1.2897878512236105,22.389999999999816,large,537.36
3960,DIAGEO NORTH AMERICA INC,5890,16.66,23.99,750.0,6041.0,100643.0599999996,Godiva Wh Chocolate Liqueur,5926.0,87694.03000000223,135768.74000000118,4669.709999999948,257032.07000000007,35125.68000000158,25.871699184953233,0.980963416652872,1.349012440599498,16.659999999999936,large,1915.9
8673,STE MICHELLE WINE ESTATES,6933,5.26,8.99,750.0,19133.0,100639.57999999984,Ch Ste Michelle Svgn Bl,18761.0,62789.88000000216,167048.26999999932,2096.440000000057,15919.700000000003,66408.68999999948,39.754192006897014,0.9805571525636335,1.659866525675083,5.259999999999992,large,1956.72
1392,CONSTELLATION BRANDS INC,26463,4.65,7.99,750.0,21641.0,100630.65000000104,Ravenswood Vints Blend Znfdl,21469.0,57621.570000002015,162565.51000000216,2400.8800000000747,79528.99,61934.86000000112,38.09840106920607,0.9920521232845063,1.615467156378305,4.650000000000048,large,799.8000000000001
3960,DIAGEO NORTH AMERICA INC,5058,11.93,15.99,1750.0,8423.0,100486.39000000105,Capt Morgan Long Isl Tea RTD,8471.0,92629.69000000259,141149.2900000002,15568.940000000377,257032.07000000007,40662.899999999165,28.808433963783386,1.005698682179746,1.4046607704784573,11.930000000000124,large,-572.64
9552,M S WALKER INC,10266,9.58,15.99,750.0,10488.0,100475.0400000007,Klinker Brick Old Vine Znfdl,10249.0,74397.660000002,164001.51000000027,1142.7900000000259,55551.819999999985,63526.469999999565,38.73529579087379,0.9772120518688024,1.6322612063652735,9.580000000000068,large,2289.62
1392,CONSTELLATION BRANDS INC,26092,4.79,7.99,750.0,20960.0,100398.3999999997,Blackstone Merlot Cal,21162.0,58676.26000000117,174141.3800000005,2366.4600000000664,79528.99,73742.9800000008,42.34661514684252,1.0096374045801526,1.7345035379049967,4.789999999999986,large,-967.58
3664,WILLIAM GRANT & SONS INC,8727,23.07,29.99,750.0,4351.0,100377.56999999948,Monkey Shoulder Scotch,4157.0,96571.7500000016,128154.43000000046,3276.989999999975,30234.42000000001,27776.860000000976,21.674521902989135,0.9554125488393472,1.2767237740463444,23.06999999999988,large,4475.58
3960,DIAGEO NORTH AMERICA INC,3583,13.23,22.99,1750.0,7586.0,100362.78000000029,Smirnoff Orange Vodka,7533.0,104878.35000000136,155528.66999999963,13845.460000000294,257032.07000000007,55165.889999999345,35.46991689699364,0.9930134458212496,1.5496648259444306,13.230000000000038,large,701.19
653,STATE WINE & SPIRITS,16610,6.8,9.99,750.0,14732.0,100177.60000000104,Leese-Fitch Cab Svgn,14488.0,60658.37000000103,153305.12000000058,1618.1300000000401,8014.98,53127.51999999954,34.654759084366745,0.9834374151506924,1.530333328009445,6.800000000000071,large,1659.2
480,BACARDI USA INC,7221,6.86,10.49,1500.0,14600.0,100156.00000000458,M & R Sweet Vermouth,14577.0,80552.71000000392,152912.73000000019,3258.3200000001143,89286.26999999999,52756.7299999956,34.50120209088905,0.9984246575342466,1.5267455768999678,6.860000000000314,large,157.78
3960,DIAGEO NORTH AMERICA INC,4103,11.19,14.99,750.0,8942.0,100060.97999999912,Capt Morgan White,9035.0,90922.58000000298,129392.65000000072,7120.059999999894,257032.07000000007,29331.6700000016,22.668729638044695,1.010400357861776,1.2931379444814737,11.189999999999902,large,-1040.6699999999998
3252,E & J GALLO WINERY,8214,7.4,9.99,750.0,13491.0,99833.40000000074,E & J Brandy VS,13834.0,81987.93000000433,138201.66000000123,10897.909999999947,61966.909999999996,38368.26000000049,27.762517469037746,1.0254243569787265,1.384322881921283,7.4000000000000545,large,-2538.2000000000003
3960,DIAGEO NORTH AMERICA INC,5399,1.45,1.99,50.0,68776.0,99725.20000000001,Goldschlager Cinnamon Schna,67863.0,29052.009999997517,135047.3700000011,3547.3999999999687,257032.07000000007,35322.17000000109,26.15539273367619,0.9867250203559381,1.3541950279367811,1.4500000000000002,large,1323.85
3960,DIAGEO NORTH AMERICA INC,2751,15.99,19.99,375.0,6235.0,99697.64999999983,Johnnie Walker Black Label,5932.0,78620.67000000189,118580.68000000101,2326.2999999999633,257032.07000000007,18883.030000001178,15.924204516284624,0.9514033680834002,1.1894029598491158,15.989999999999974,large,4844.97
480,BACARDI USA INC,4233,7.87,9.99,1750.0,12637.0,99453.19000000131,Castillo Silver Label Rum,12287.0,60793.65000000092,153199.13000000024,22576.660000000396,89286.26999999999,53745.939999998925,35.08240549407744,0.972303553058479,1.5404144402004423,7.870000000000104,large,2754.5
2242,DELICATO VINEYARDS INC,39356,11.56,17.99,3000.0,8600.0,99415.99999999569,Bota Box Chard Cal,8498.0,106342.5200000015,156711.02000000034,3824.100000000093,7982.649999999999,57295.020000004646,36.56093872658383,0.988139534883721,1.5763158847671113,11.5599999999995,large,1179.1200000000001
17035,PERNOD RICARD USA,8822,1.46,1.99,50.0,67966.0,99230.35999999971,Absolut 80 Proof,67505.0,29832.089999997428,134334.95000000106,3530.069999999986,123780.21999999997,35104.59000000135,26.1321346380827,0.993217196833711,1.3537686449993878,1.4599999999999957,large,673.06
3960,DIAGEO NORTH AMERICA INC,3754,8.79,10.99,750.0,11259.0,98966.60999999953,Smirnoff Blueberry Vodka,11091.0,80804.49000000338,130426.09000000026,8737.169999999942,257032.07000000007,31459.480000000724,24.120542139997188,0.9850786037836398,1.3178797374185178,8.789999999999958,large,1476.7199999999998
12546,JIM BEAM BRANDS COMPANY,3959,18.24,24.99,750.0,5401.0,98514.24000000006,Hornitos Black Barrel,4266.0,85767.77000000147,113048.34000000081,3362.759999999964,123880.96999999999,14534.100000000748,12.856535531614742,0.7898537307905943,1.1475329860942005,18.240000000000013,large,20702.399999999998
3960,DIAGEO NORTH AMERICA INC,3882,8.79,10.99,750.0,11206.0,98500.73999999963,Smirnoff Strawberry Vodka,11132.0,85394.69000000352,131052.68000000066,8770.129999999932,257032.07000000007,32551.940000001036,24.838820541480626,0.9933963947885062,1.3304740654740377,8.789999999999967,large,650.4599999999999
1128,BROWN-FORMAN CORP,1323,13.59,16.99,1750.0,7246.0,98473.13999999854,Early Times,7149.0,77626.67000000204,130518.51000000045,13138.730000000221,68601.68000000001,32045.3700000019,24.552356596778335,0.9866133038918024,1.3254224451459797,13.5899999999998,large,1318.23
1485,CASTLE BRANDS CORP.,3667,13.13,17.99,1750.0,7467.0,98041.70999999886,Boru Original Irish Vodka,7573.0,95707.16000000219,136991.27000000046,13919.850000000333,8497.589999999998,38949.5600000016,28.432147537577734,1.014195794830588,1.397275404519179,13.129999999999846,large,-1391.78
7245,PROXIMO SPIRITS INC.,3808,9.55,12.99,750.0,10260.0,97983.00000000108,Three Olives Vodka,10975.0,102478.3300000024,146252.24999999988,8647.849999999893,38994.78000000001,48269.24999999881,33.00410762911261,1.0696881091617934,1.4926288233673013,9.550000000000106,large,-6828.250000000001
12546,JIM BEAM BRANDS COMPANY,5254,7.35,9.99,750.0,13328.0,97960.79999999928,DeKuyper Buttershots Schnpps,13233.0,89107.8600000041,138526.6700000018,10424.95999999996,123880.96999999999,40565.87000000251,29.283797841962123,0.9928721488595438,1.4141030902157068,7.3499999999999455,large,698.25
480,BACARDI USA INC,4247,7.99,11.99,750.0,12250.0,97877.50000000016,Bacardi Limon Rum,11778.0,77062.16000000315,133890.2200000007,9279.489999999927,89286.26999999999,36012.72000000054,26.897199810412104,0.961469387755102,1.3679366555132741,7.990000000000013,large,3771.28
4425,MARTIGNETTI COMPANIES,8781,10.32,15.99,750.0,9476.0,97792.31999999909,Rodney Strong Cab Svgn,9701.0,81147.4600000024,172021.99000000025,1080.960000000029,144929.24,74229.67000000116,43.15126804427798,1.0237441958632334,1.7590541874863164,10.319999999999904,large,-2322.0
7245,PROXIMO SPIRITS INC.,8961,1.12,1.49,50.0,87230.0,97697.59999999971,Jose Cuervo Especial,85075.0,24398.749999997362,126761.75000000093,4453.1399999999485,38994.78000000001,29064.150000001217,22.928170366850413,0.975295196606672,1.297490931199961,1.1199999999999968,large,2413.6000000000004
9815,WINE GROUP INC,31186,10.8,17.99,5000.0,9005.0,97253.99999999728,Almaden Merlot Cal B/B,8961.0,100961.23000000224,148332.39000000045,6720.75,27100.409999999996,51078.39000000317,34.43508865461078,0.9951138256524154,1.5252060583626854,10.799999999999697,large,475.20000000000005
7245,PROXIMO SPIRITS INC.,3779,9.35,12.99,750.0,10398.0,97221.29999999945,Three Olives Cherry Vodka,10437.0,81629.27000000303,137643.6300000003,8220.889999999941,38994.78000000001,40422.330000000846,29.367381549005035,1.0037507212925563,1.4157764810797744,9.349999999999946,large,-364.65
660,SAZERAC NORTH AMERICA INC.,3687,3.84,5.99,750.0,25265.0,97017.600000001,Fleischmanns Royal Traveler,25125.0,66755.48000000356,132453.75000000137,19781.909999999312,17932.329999999994,35436.15000000037,26.753602672631015,0.9944587373837325,1.365254860973679,3.8400000000000394,large,537.6
8112,MOET HENNESSY USA INC,19270,16.44,24.99,375.0,5899.0,96979.55999999974,Veuve Clicquot Brut Yellow,5692.0,72071.1600000011,142243.08000000037,325.6600000000027,48347.26,45263.52000000063,31.821245715433406,0.9649093066621461,1.4667325774627227,16.439999999999955,large,3403.0800000000004
12546,JIM BEAM BRANDS COMPANY,1249,20.28,27.99,1750.0,4777.0,96877.55999999862,Jim Beam Apple,4031.0,73433.21000000116,99189.69000000089,7409.910000000031,123880.96999999999,2312.1300000022748,2.3310184758136194,0.8438350429139627,1.0238665176951434,20.27999999999971,large,15128.880000000001
3960,DIAGEO NORTH AMERICA INC,2327,17.55,22.99,750.0,5495.0,96437.25000000036,Crown Royal Shot Glass VAP,5494.0,60894.76000000049,122173.06000000023,4326.579999999966,257032.07000000007,25735.809999999867,21.065044945260286,0.999818016378526,1.2668658635537593,17.550000000000065,large,17.55
2496,DUGGANS DISTILLED PRODUCTS,1734,17.45,21.99,1750.0,5526.0,96428.69999999928,Duggans Dew O Kirkintilloch,5007.0,76770.77000000165,109021.93000000088,9204.22000000009,939.2699999999998,12593.230000001597,11.551098022206627,0.9060803474484256,1.1305962851308966,17.44999999999987,large,9056.55
8664,"STOLI GROUP,(USA) LLC",3689,12.77,16.99,750.0,7541.0,96298.57000000037,Stolichnaya Vanil,7506.0,90804.03000000273,135817.9400000008,5914.2699999999095,18544.489999999998,39519.37000000042,29.09731218129224,0.9953587057419441,1.4103837679001907,12.77000000000005,large,446.95
12546,JIM BEAM BRANDS COMPANY,4679,8.63,13.49,375.0,11158.0,96293.53999999934,Courvoisier VS Cognac,10896.0,69215.3900000019,133127.0400000012,4276.890000000023,123880.96999999999,36833.50000000186,27.667932825669023,0.9765190894425524,1.382512679459101,8.62999999999994,large,2261.0600000000004
3960,DIAGEO NORTH AMERICA INC,1623,10.07,14.99,375.0,9542.0,96087.93999999878,Bulleit 95 Rye,9104.0,86686.37000000323,131243.9600000006,3570.2500000000146,257032.07000000007,35156.02000000182,26.786771749345007,0.9540976734437225,1.3658733864000234,10.069999999999872,large,4410.66
4425,MARTIGNETTI COMPANIES,523,7.09,10.49,750.0,13546.0,96041.14000000102,Castello Del Poggio Moscato,13022.0,57271.34000000082,130455.78000000083,1452.390000000039,144929.24,34414.63999999981,26.380310630927656,0.9613169939465525,1.3583322730238254,7.090000000000075,large,3715.16
8004,SAZERAC CO INC,5033,12.97,16.99,1000.0,7402.0,96003.9399999995,Fireball Cinnamon Whisky,6389.0,62803.09000000079,114938.11000000073,6708.449999999979,50293.62000000002,18934.170000001235,16.473361185425023,0.8631450959200216,1.1972228431458265,12.969999999999931,large,13138.61
6785,PALM BAY INTERNATIONAL INC,44719,6.89,9.99,750.0,13908.0,95826.1199999984,Cavit Prosecco Lunetta,14860.0,50648.20999999997,151205.40000000066,1661.6600000000353,13605.409999999998,55379.28000000227,36.62519989365593,1.0684498130572333,1.5779142471802385,6.889999999999884,large,-6559.28
1392,CONSTELLATION BRANDS INC,31231,6.49,11.99,750.0,14753.0,95746.9700000002,Nobilo Svgn Bl MarlborougH,14617.0,58512.41000000064,157501.83000000066,1633.120000000042,79528.99,61754.86000000045,39.208979349636884,0.990781535958788,1.644979783694464,6.4900000000000135,large,882.64
8112,MOET HENNESSY USA INC,2893,39.67,54.99,750.0,2410.0,95604.7000000001,Glenmorangie Quinta Ruban,2300.0,102183.81000000071,122300.00000000041,1814.2000000000025,48347.26,26695.30000000031,21.827718724448257,0.9543568464730291,1.2792258121201183,39.670000000000044,large,4363.7
3960,DIAGEO NORTH AMERICA INC,2499,21.53,29.99,750.0,4429.0,95356.37000000018,Crown Royal Black,4262.0,95100.93000000133,122377.38000000056,3360.519999999962,257032.07000000007,27021.010000000373,22.08006904543981,0.9622939715511402,1.2833686936698652,21.53000000000004,large,3595.51
98450,Serralles Usa LLC,4145,12.68,19.99,1750.0,7518.0,95328.24000000085,Don Q Cristal Rum,7799.0,83811.6700000027,132505.01000000065,14334.040000000317,856.02,37176.7699999998,28.056878754999236,1.0373769619579676,1.3899869545477759,12.680000000000113,large,-3563.08
1587,VINEYARD BRANDS INC,31320,4.69,6.99,750.0,20314.0,95272.65999999901,La Vieille Ferme Rose Vntoux,19987.0,46506.68999999942,145815.63,2236.4100000000517,6070.089999999999,50542.97000000099,34.66224436982578,0.9839027271832234,1.5305086474965799,4.6899999999999515,large,1533.63
1392,CONSTELLATION BRANDS INC,6420,3.18,7.99,750.0,29951.0,95244.1800000011,R M Woodbridge Chard Cal,29537.0,43943.59,171189.35000000027,3309.589999999978,79528.99,75945.16999999917,44.363256242283214,0.9861774231244366,1.7973733408172372,3.1800000000000366,large,1316.52
8892,TRINCHERO FAMILY ESTATES,10957,6.12,8.99,750.0,15556.0,95202.72000000137,Seaglass Svgn Bl Snt Barbara,15576.0,65577.02000000198,145958.24000000075,1737.140000000056,11595.970000000003,50755.51999999938,34.774001111550206,1.00128567755207,1.53313098617349,6.120000000000088,large,-122.4
17035,PERNOD RICARD USA,4628,79.99,104.99,750.0,1190.0,95188.10000000002,Martell Cordon Bleu,999.0,52445.29000000001,110015.01000000014,786.8099999999995,123780.21999999997,14826.91000000012,13.477170069793296,0.8394957983193277,1.1557643234816128,79.99000000000002,Medium,15278.089999999998
4425,MARTIGNETTI COMPANIES,14930,5.93,9.99,1500.0,16029.0,95051.97000000089,Yellow Tail Moscato,15732.0,69332.24000000273,154020.91999999888,3523.2200000000976,144929.24,58968.94999999799,38.286325000524876,0.9814710836608647,1.6203864054579558,5.930000000000056,large,1761.2099999999998
1590,DIAGEO CHATEAU ESTATE WINES,8921,11.45,18.99,750.0,8288.0,94897.59999999992,Sterling Cab Svgn,8484.0,74429.87000000122,162548.9999999999,945.7100000000163,7259.75,67651.4,41.61908101557071,1.0236486486486487,1.7128884186744455,11.44999999999999,large,-2244.2
9165,ULTRA BEVERAGE COMPANY LLP,24419,6.74,11.99,750.0,14077.0,94878.97999999978,Bonterra Mendocino Org Chard,13263.0,63013.50000000156,148890.37000000087,1479.5400000000395,68054.70000000003,54011.39000000109,36.27594585197201,0.9421751793706046,1.5692661324984862,6.739999999999984,large,5486.360000000001
8112,MOET HENNESSY USA INC,8223,10.36,13.99,750.0,9153.0,94825.08000000064,Dom Chandon Blanc de Noir C,9247.0,53285.14000000038,139587.53000000035,7281.439999999979,48347.26,44762.449999999706,32.06765675988363,1.0102698568775266,1.4720528577460668,10.36000000000007,large,-973.8399999999999
9815,WINE GROUP INC,14342,4.6,6.99,750.0,20592.0,94723.19999999918,Cupcake Pnt Nr,18940.0,53676.38000000073,142812.6000000005,2115.7700000000605,27100.409999999996,48089.40000000132,33.67307926611598,0.9197746697746698,1.5076834397486754,4.599999999999961,large,7599.2
1392,CONSTELLATION BRANDS INC,6960,4.6,6.99,750.0,20550.0,94529.99999999884,Cooks Brut,19968.0,42587.74999999908,147959.32000000053,2236.2300000000428,79528.99,53429.320000001695,36.1108174868616,0.9716788321167883,1.5652101978208226,4.599999999999944,large,2677.2
9552,M S WALKER INC,38457,4.59,6.79,750.0,20576.0,94443.84000000083,Smoking Loon Pnt Nr,18799.0,48802.20000000055,143160.2100000023,2102.4900000000507,55551.819999999985,48716.370000001465,34.02926693108419,0.9136372472783826,1.515823689506918,4.59000000000004,large,8156.429999999999
9819,TREASURY WINE ESTATES,8700,16.52,31.99,750.0,5682.0,93866.6400000001,Beringer Knights Vly Cab Svg,4961.0,66637.45000000043,137281.1099999999,552.6700000000039,14836.570000000005,43414.4699999998,31.624503910261094,0.8731080605420627,1.4625122407705202,16.520000000000017,large,11910.92
